timestamp	variant	onnx_node	act_name	weight_name	rows	k_dim	n_cols	tiles	tile_rows	active_harts	total_wait_s	ops	gops	max_abs	mean_abs	p99_abs	allclose_1e4	allclose_1e3	tile_ok	remote_work	local_run_dir
20260504-125804	opt100_i037_valueh0_fullk_tr768_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	2	768	16	0.231819	288768000	1.245661485900638	3.337860107421875e-06	1.6781385170361318e-07	1.0728836059570312e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i037_valueh0_fullk_tr768_ah16_20260504-125804	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i037_valueh0_fullk_tr768_ah16_20260504-125804
20260504-125921	opt100_i038_valueh0_fullk_tr1024_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	2	1024	16	0.22924450000000002	288768000	1.2596507222637836	3.337860107421875e-06	1.6781385170361318e-07	1.0728836059570312e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i038_valueh0_fullk_tr1024_ah16_20260504-125921	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i038_valueh0_fullk_tr1024_ah16_20260504-125921
20260504-130012	opt100_i039_valueh0_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	2	1280	16	0.22725479999999998	288768000	1.2706794311935328	3.337860107421875e-06	1.6781385170361318e-07	1.0728836059570312e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i039_valueh0_fullk_tr1280_ah16_20260504-130012	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i039_valueh0_fullk_tr1280_ah16_20260504-130012
20260504-130043	opt100_i040_valueh0_fullk_tr1500_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	1	1500	16	0.229697	288768000	1.2571692272863815	3.337860107421875e-06	1.6781385170361318e-07	1.0728836059570312e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i040_valueh0_fullk_tr1500_ah16_20260504-130043	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i040_valueh0_fullk_tr1500_ah16_20260504-130043
20260504-130141	opt100_i041_qkv_fullk_tr512_ah16	_v_649	/encoder/blocks.0/attn_ln/LayerNormalization_output_0	_v_648	1500	384	1152	3	512	16	1.5057369999999999	1327104000	0.8813650723864792	6.198883056640625e-06	2.2147560230223462e-07	1.430511474609375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i041_qkv_fullk_tr512_ah16_20260504-130141	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i041_qkv_fullk_tr512_ah16_20260504-130141
20260504-130431	opt100_i042_qkv_fullk_tr768_ah16	_v_649	/encoder/blocks.0/attn_ln/LayerNormalization_output_0	_v_648	1500	384	1152	2	768	16	1.483581	1327104000	0.8945274979930318	6.198883056640625e-06	2.2147560230223462e-07	1.430511474609375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i042_qkv_fullk_tr768_ah16_20260504-130431	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i042_qkv_fullk_tr768_ah16_20260504-130431
20260504-130700	opt100_i043_qkv_fullk_tr1280_ah16	_v_649	/encoder/blocks.0/attn_ln/LayerNormalization_output_0	_v_648	1500	384	1152	2	1280	16	1.475239	1327104000	0.8995857620358465	6.198883056640625e-06	2.2147560230223462e-07	1.430511474609375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i043_qkv_fullk_tr1280_ah16_20260504-130700	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i043_qkv_fullk_tr1280_ah16_20260504-130700
20260504-130947	opt100_i044_mlp0_fullk_tr512_ah16	/encoder/blocks.0/mlp/0/MatMul_output_0	/encoder/blocks.0/mlp_ln/LayerNormalization_output_0	onnx::MatMul_780	1500	384	1536	3	512	16	2.0418890000000003	1769472000	0.8665857938408991	3.0994415283203125e-06	1.3695044742689788e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i044_mlp0_fullk_tr512_ah16_20260504-130947	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i044_mlp0_fullk_tr512_ah16_20260504-130947
20260504-131325	opt100_i045_mlp0_fullk_tr768_ah16	/encoder/blocks.0/mlp/0/MatMul_output_0	/encoder/blocks.0/mlp_ln/LayerNormalization_output_0	onnx::MatMul_780	1500	384	1536	2	768	16	1.997555	1769472000	0.8858189136219028	3.0994415283203125e-06	1.3695044742689788e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i045_mlp0_fullk_tr768_ah16_20260504-131325	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i045_mlp0_fullk_tr768_ah16_20260504-131325
20260504-131649	opt100_i046_scoreh0_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	3	512	16	0.9205619999999999	288000000	0.3128523662719079	7.62939453125e-06	4.498098178373766e-07	1.9073486328125e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i046_scoreh0_fullk_tr512_ah16_20260504-131649	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i046_scoreh0_fullk_tr512_ah16_20260504-131649
20260504-131946	opt100_i047_scoreh0_fullk_tr768_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	768	16	0.9292290000000001	288000000	0.3099343649412577	7.62939453125e-06	4.498098178373766e-07	1.9073486328125e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i047_scoreh0_fullk_tr768_ah16_20260504-131946	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i047_scoreh0_fullk_tr768_ah16_20260504-131946
20260504-132219	opt100_i048_scoreh0_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	1280	16	0.91872	288000000	0.31347962382445144	7.62939453125e-06	4.498098178373766e-07	1.9073486328125e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i048_scoreh0_fullk_tr1280_ah16_20260504-132219	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i048_scoreh0_fullk_tr1280_ah16_20260504-132219
20260504-132539	opt100_i004_block0_score_h1_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	1280	16	0.918476	288000000	0.31356290202465825	1.1444091796875e-05	4.974756393494317e-07	2.384185791015625e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i004_block0_score_h1_fullk_tr1280_ah16_20260504-132539	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i004_block0_score_h1_fullk_tr1280_ah16_20260504-132539
20260504-132827	opt100_i005_block0_score_h2_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	1280	16	0.924469	288000000	0.31153018651788217	5.7220458984375e-06	3.4516716596044716e-07	1.430511474609375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i005_block0_score_h2_fullk_tr1280_ah16_20260504-132827	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i005_block0_score_h2_fullk_tr1280_ah16_20260504-132827
20260504-133127	opt100_i006_block0_score_h3_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	1280	16	0.926207	288000000	0.3109456093508255	2.384185791015625e-06	1.9812451057532598e-07	7.152557373046875e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i006_block0_score_h3_fullk_tr1280_ah16_20260504-133127	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i006_block0_score_h3_fullk_tr1280_ah16_20260504-133127
20260504-133422	opt100_i007_block0_score_h4_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	1280	16	0.919521	288000000	0.31320654993197544	1.9073486328125e-05	1.2418363439792302e-06	5.7220458984375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i007_block0_score_h4_fullk_tr1280_ah16_20260504-133422	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i007_block0_score_h4_fullk_tr1280_ah16_20260504-133422
20260504-133726	opt100_i008_block0_score_h5_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	2	1280	16	0.917543	288000000	0.31388174723146495	4.76837158203125e-06	3.817847016307496e-07	1.9073486328125e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i008_block0_score_h5_fullk_tr1280_ah16_20260504-133726	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i008_block0_score_h5_fullk_tr1280_ah16_20260504-133726
20260504-134025	opt100_i000_block0_value_h1_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	3	512	16	0.22643280000000002	288768000	1.275292272144318	3.0994415283203125e-06	1.5107870865449513e-07	9.5367431640625e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i000_block0_value_h1_fullk_tr512_ah16_20260504-134025	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i000_block0_value_h1_fullk_tr512_ah16_20260504-134025
20260504-134057	opt100_i001_block0_value_h2_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	3	512	16	0.2255242	288768000	1.280430215471333	5.960464477539062e-07	1.6854905027230416e-08	1.7881393432617188e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i001_block0_value_h2_fullk_tr512_ah16_20260504-134057	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i001_block0_value_h2_fullk_tr512_ah16_20260504-134057
20260504-134145	opt100_i002_block0_value_h3_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	3	512	16	0.22577010000000003	288768000	1.2790356207487172	8.344650268554688e-07	3.3546754707458604e-08	2.384185791015625e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i002_block0_value_h3_fullk_tr512_ah16_20260504-134145	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i002_block0_value_h3_fullk_tr512_ah16_20260504-134145
20260504-134212	opt100_i003_block0_value_h4_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	3	512	16	0.22488989999999998	288768000	1.2840416577178433	1.9073486328125e-06	8.775773352454053e-08	4.76837158203125e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i003_block0_value_h4_fullk_tr512_ah16_20260504-134212	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i003_block0_value_h4_fullk_tr512_ah16_20260504-134212
20260504-134247	opt100_i004_block0_value_h5_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	3	512	16	0.2253445	288768000	1.2814512890263574	6.67572021484375e-06	7.539726709637762e-08	9.5367431640625e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/opt100_i004_block0_value_h5_fullk_tr512_ah16_20260504-134247	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/opt100_i004_block0_value_h5_fullk_tr512_ah16_20260504-134247
20260504-134412	optfill_attnout_fullk_tr256_ah16	/encoder/blocks.0/attn/out/MatMul_output_0	/encoder/blocks.0/attn/Reshape_3_output_0	onnx::MatMul_777	1500	384	384	6	256	16	0.4916587	442368000	0.8997461043606062	2.086162567138672e-06	1.0282154505603103e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_attnout_fullk_tr256_ah16_20260504-134412	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_attnout_fullk_tr256_ah16_20260504-134412
20260504-134504	optfill_attnout_fullk_tr512_ah16	/encoder/blocks.0/attn/out/MatMul_output_0	/encoder/blocks.0/attn/Reshape_3_output_0	onnx::MatMul_777	1500	384	384	3	512	16	0.46600299999999995	442368000	0.9492814423941478	2.086162567138672e-06	1.0282154505603103e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_attnout_fullk_tr512_ah16_20260504-134504	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_attnout_fullk_tr512_ah16_20260504-134504
20260504-134604	optfill_attnout_fullk_tr768_ah16	/encoder/blocks.0/attn/out/MatMul_output_0	/encoder/blocks.0/attn/Reshape_3_output_0	onnx::MatMul_777	1500	384	384	2	768	16	0.467655	442368000	0.9459280880135997	2.086162567138672e-06	1.0282154505603103e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_attnout_fullk_tr768_ah16_20260504-134604	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_attnout_fullk_tr768_ah16_20260504-134604
20260504-134704	optfill_attnout_fullk_tr1024_ah16	/encoder/blocks.0/attn/out/MatMul_output_0	/encoder/blocks.0/attn/Reshape_3_output_0	onnx::MatMul_777	1500	384	384	2	1024	16	0.45937800000000006	442368000	0.9629716703890913	2.086162567138672e-06	1.0282154505603103e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_attnout_fullk_tr1024_ah16_20260504-134704	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_attnout_fullk_tr1024_ah16_20260504-134704
20260504-134757	optfill_attnout_fullk_tr1500_ah16	/encoder/blocks.0/attn/out/MatMul_output_0	/encoder/blocks.0/attn/Reshape_3_output_0	onnx::MatMul_777	1500	384	384	1	1500	16	0.46827	442368000	0.9446857582164137	2.086162567138672e-06	1.0282154505603103e-07	5.960464477539062e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_attnout_fullk_tr1500_ah16_20260504-134757	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_attnout_fullk_tr1500_ah16_20260504-134757
20260504-134856	optfill_score_h1_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	3	512	16	0.9211870000000001	288000000	0.3126401045607461	1.1444091796875e-05	4.974756393494317e-07	2.384185791015625e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_score_h1_fullk_tr512_ah16_20260504-134856	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_score_h1_fullk_tr512_ah16_20260504-134856
20260504-135142	optfill_score_h2_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	3	512	16	0.9316840000000001	288000000	0.30911768367815695	5.7220458984375e-06	3.4516716596044716e-07	1.430511474609375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_score_h2_fullk_tr512_ah16_20260504-135142	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_score_h2_fullk_tr512_ah16_20260504-135142
20260504-135447	optfill_score_h3_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	3	512	16	0.928897	288000000	0.3100451395579919	2.384185791015625e-06	1.9812451057532598e-07	7.152557373046875e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_score_h3_fullk_tr512_ah16_20260504-135447	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_score_h3_fullk_tr512_ah16_20260504-135447
20260504-135743	optfill_score_h4_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	3	512	16	0.9228189999999998	288000000	0.3120872023657944	1.9073486328125e-05	1.2418363439792302e-06	5.7220458984375e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_score_h4_fullk_tr512_ah16_20260504-135743	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_score_h4_fullk_tr512_ah16_20260504-135743
20260504-140031	optfill_score_h5_fullk_tr512_ah16	/encoder/blocks.0/attn/MatMul_output_0	/encoder/blocks.0/attn/Mul_output_0	/encoder/blocks.0/attn/Mul_1_output_0	1500	64	1500	3	512	16	0.920009	288000000	0.3130404159089748	4.76837158203125e-06	3.817847016307496e-07	1.9073486328125e-06	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_score_h5_fullk_tr512_ah16_20260504-140031	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_score_h5_fullk_tr512_ah16_20260504-140031
20260504-140340	optfill_value_h1_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	2	1280	16	0.22758070000000002	288768000	1.268859793471063	3.0994415283203125e-06	1.5107870865449513e-07	9.5367431640625e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_value_h1_fullk_tr1280_ah16_20260504-140340	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_value_h1_fullk_tr1280_ah16_20260504-140340
20260504-140415	optfill_value_h2_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	2	1280	16	0.2276032	288768000	1.268734358743638	5.960464477539062e-07	1.6854905027230416e-08	1.7881393432617188e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_value_h2_fullk_tr1280_ah16_20260504-140415	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_value_h2_fullk_tr1280_ah16_20260504-140415
20260504-140449	optfill_value_h3_fullk_tr1280_ah16	/encoder/blocks.0/attn/MatMul_1_output_0	/encoder/blocks.0/attn/Softmax_output_0	/encoder/blocks.0/attn/Transpose_2_output_0	1500	1504	64	2	1280	16	0.2262597	288768000	1.2762679345902075	8.344650268554688e-07	3.3546754707458604e-08	2.384185791015625e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/optfill_value_h3_fullk_tr1280_ah16_20260504-140449	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/optfill_value_h3_fullk_tr1280_ah16_20260504-140449
20260505-163314	encoder_conv1_as_matmul_ah16	/encoder/conv1/Conv	audio	conv_weight	3000	256	384	24	128	16	0.7501614	589824000	0.7862627962462478	2.86102294921875e-06	1.0486932922049164e-07	8.344650268554688e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/encoder_conv1_as_matmul_ah16_20260505-163314	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/encoder_conv1_as_matmul_ah16_20260505-163314
20260505-163513	encoder_conv2_as_matmul_ah16	/encoder/conv2/Conv	/encoder/Mul_1_output_0	conv_weight	1500	1168	384	12	128	16	1.2357565	1345536000	1.088835866936569	1.9073486328125e-06	9.827255098571186e-08	4.76837158203125e-07	True	True	True	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/encoder_conv2_as_matmul_ah16_20260505-163513	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/runs/encoder_conv2_as_matmul_ah16_20260505-163513
