timestamp	step	index	op_type	node	elem_count	full_elem_count	tile_offset	src_count	original_src_count	compacted_source	wait_s	host_max_abs	audit_pass	mem_size	required_bytes	hpm3_cycles	hpm4_inst0	hpm5_inst1	hpm6_l2_miss_req	hpm7_icache_req	hpm8_icache_etlink_req	report
20260505-163601	3	68	Concat	/3_1/Concat	576000	576000	0	576000	576000	False	0.136397	0.0	True	16777216	9238528	1592939	1951421	1951408	108024	597723	625520	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	69	Unsqueeze	/Unsqueeze	576000	576000	0	576000	576000	False	0.136359	0.0	True	16777216	9238528	1590598	1951421	1951408	108024	597999	625570	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	70	Unsqueeze	/Unsqueeze_1	576000	576000	0	576000	576000	False	0.136354	0.0	True	16777216	9238528	1587848	1951421	1951408	108024	597497	625582	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	71	Unsqueeze	/Unsqueeze_2	576000	576000	0	576000	576000	False	0.136448	0.0	True	16777216	9238528	1591005	1951421	1951408	108024	596994	624529	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	72	Unsqueeze	/Unsqueeze_3	576000	576000	0	576000	576000	False	0.13627	0.0	True	16777216	9238528	1590850	1951421	1951408	108024	597006	625092	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	73	Unsqueeze	/Unsqueeze_4	576000	576000	0	576000	576000	False	0.136396	0.0	True	16777216	9238528	1589661	1951421	1951408	108024	597627	625468	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	74	Unsqueeze	/Unsqueeze_5	576000	576000	0	576000	576000	False	0.136249	0.0	True	16777216	9238528	1589774	1951421	1951408	108024	596673	624741	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	75	Unsqueeze	/Unsqueeze_6	576000	576000	0	576000	576000	False	0.136254	0.0	True	16777216	9238528	1588801	1951421	1951408	108024	596934	16	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	76	Unsqueeze	/Unsqueeze_7	576000	576000	0	576000	576000	False	0.13637	0.0	True	16777216	9238528	1588726	1951421	1951408	108024	596897	625127	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	0	2304000	2304000	False	0.0620591	0.0	True	16777216	12378112	935732	888521	888512	49176	283659	302768	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	262144	2304000	2304000	False	0.0620896	0.0	True	16777216	12378112	935224	888521	888512	49176	280361	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	524288	2304000	2304000	False	0.0621269	0.0	True	16777216	12378112	936079	888521	888512	49176	279426	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	786432	2304000	2304000	False	0.062101	0.0	True	16777216	12378112	935472	888521	888512	49176	30325	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	1048576	2304000	2304000	False	0.0621559	0.0	True	16777216	12378112	935543	888516	888517	49176	31653	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	1310720	2304000	2304000	False	0.0621869	0.0	True	16777216	12378112	935538	888516	888517	49176	31485	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	1572864	2304000	2304000	False	0.0621249	0.0	True	16777216	12378112	933971	888521	888512	49176	279159	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	262144	2304000	1835008	2304000	2304000	False	0.0622379	0.0	True	16777216	12378112	935995	888516	888517	49176	31515	18446744073709533212	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	77	Concat	/Concat	206848	2304000	2097152	2304000	2304000	False	0.0485041	0.0	True	16777216	11714560	568855	701304	701301	38808	215050	231553	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	0	2304000	2304000	False	0.0621928	0.0	True	16777216	12378112	935864	888521	888512	49176	280246	18446744073709532633	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	262144	2304000	2304000	False	0.0621444	0.0	True	16777216	12378112	936334	888521	888512	49176	296300	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	524288	2304000	2304000	False	0.062093	0.0	True	16777216	12378112	936092	888521	888512	49176	31765	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	786432	2304000	2304000	False	0.0621167	0.0	True	16777216	12378112	937059	888649	888512	49176	274104	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	1048576	2304000	2304000	False	0.0622604	0.0	True	16777216	12378112	934986	888516	888517	49176	30724	18446744073709532450	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	1310720	2304000	2304000	False	0.062068	0.0	True	16777216	12378112	936311	888516	888517	49176	279467	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	1572864	2304000	2304000	False	0.0622859	0.0	True	16777216	12378112	936987	888516	888517	49176	281057	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	262144	2304000	1835008	2304000	2304000	False	0.0622618	0.0	True	16777216	12378112	936002	888521	888512	49176	31630	18446744073709533336	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
20260505-163601	3	78	Concat	/Concat_1	206848	2304000	2097152	2304000	2304000	False	0.0483186	0.0	True	16777216	11714560	569536	701304	701301	38808	214292	15	local-artifacts/erbium_amp_probe/whisper-real/phase0/encoder_data_ops_audit_runs/run_20260505-163601/encoder_data_ops_audit_report.json
