timestamp	step	index	op_type	node	elem_count	rows	cols	wait_s	host_max_abs	host_mean_abs	threshold	audit_pass	hpm3_cycles	hpm4_inst0	hpm5_inst1	hpm6_l2_miss_req	hpm7_icache_req	hpm8_icache_etlink_req	report
20260505-141336	3	0	Add	/3/attn/out/Add	384	1	384	0.000368653	0.0	0.0	2e-06	True	2361	1504	2429	81	988	9758	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	1	Add	/3/Add	384	1	384	0.000403563	0.0	0.0	2e-06	True	2331	1504	2429	81	883	12	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	2	Add	/3/cross_attn/query/Add	384	1	384	0.000550721	0.0	0.0	2e-06	True	2331	1504	2429	81	885	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	3	Add	/3/cross_attn/out/Add	384	1	384	0.000551558	0.0	0.0	2e-06	True	2330	1504	2429	81	895	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	4	Add	/3/Add_1	384	1	384	0.000552234	0.0	0.0	2e-06	True	2358	1504	2429	81	879	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	5	Add	/3/mlp/0/Add	1536	1	1536	0.000653668	0.0	0.0	2e-06	True	5738	6080	6093	313	18446744073709543029	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	6	Add	/3/mlp/1/Add	1536	1	1536	0.00065346	0.0	0.0	2e-06	True	5677	6080	6093	313	18446744073709544253	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	7	Add	/3/mlp/2/Add	384	1	384	0.000551314	0.0	0.0	2e-06	True	2338	1504	2429	81	852	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-141336	3	8	Add	/3/Add_2	384	1	384	0.000403184	0.0	0.0	2e-06	True	2321	1509	2424	81	761	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-141336/decoder_scalar_ops_audit_report.json
20260505-142847	3	0	Div	/2/mlp/1/Div	1536	1	1536	0.000650252	2.384185791015625e-07	6.112054506957065e-08	2e-06	True	12836	15208	15221	329	6551	7	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	1	Erf	/2/mlp/1/Erf	1536	1	1536	0.000652708	1.3113021850585938e-06	1.376250082785191e-07	0.0003	True	30208	50012	50043	265	18446744073709544203	12	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	2	Mul	/2/mlp/1/Mul	1536	1	1536	0.000709221	0.0	0.0	2e-06	True	5877	6080	6093	313	18446744073709543487	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	3	Mul	/2/mlp/1/Mul_1	1536	1	1536	0.000654333	0.0	0.0	2e-06	True	5847	6080	6093	313	18446744073709543178	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	4	Div	/3/mlp/1/Div	1536	1	1536	0.000651342	2.384185791015625e-07	5.000295644208563e-08	2e-06	True	12867	15208	15221	329	6572	7	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	5	Erf	/3/mlp/1/Erf	1536	1	1536	0.00065834	1.3709068298339844e-06	1.5118280316528399e-07	0.0003	True	30407	49922	49925	265	265	13	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	6	Mul	/3/mlp/1/Mul	1536	1	1536	0.000656434	0.0	0.0	2e-06	True	5767	6080	6093	313	18446744073709542971	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-142847	3	7	Mul	/3/mlp/1/Mul_1	1536	1	1536	0.000653624	0.0	0.0	2e-06	True	5815	6080	6093	313	18446744073709542914	11	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/decoder_scalar_ops_audit_runs/run_20260505-142847/decoder_scalar_ops_audit_report.json
20260505-224625	3	0	Add	/Add		384	384	0	1	384	30208	0.000403441	0.0	0.0	2e-06	True	2385	1292	2005	81	18446744073709543182	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	1	Add	/0/attn/query/Add		384	384	0	1	384	30208	0.000551706	0.0	0.0	2e-06	True	2460	1164	2005	81	18446744073709543226	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	2	Add	/0/attn/value/Add		384	384	0	1	384	30208	0.000551865	0.0	0.0	2e-06	True	2314	1288	2005	81	814	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	3	Add	/0/attn/Add		224	224	0	1	224	29568	0.000505416	0.0	0.0	2e-06	True	1674	1028	1301	51	632	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	4	Softmax	/0/attn/Softmax		224	224	0	1	224	29568	0.000404758	1.1920928955078125e-07	6.675041630543888e-10	0.0005	True	24087	144	4445	61	2187	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	5	Add	/0/attn/Add_1		224	224	0	1	224	29568	0.000550665	0.0	0.0	2e-06	True	1657	1028	1301	51	678	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	6	Softmax	/0/attn/Softmax_1		224	224	0	1	224	29568	0.000552704	1.1920928955078125e-07	7.192803574973539e-10	0.0005	True	24358	144	4444	61	2179	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	7	Add	/0/attn/Add_2		224	224	0	1	224	29568	0.00055417	0.0	0.0	2e-06	True	1689	1028	1301	51	638	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	8	Softmax	/0/attn/Softmax_2		224	224	0	1	224	29568	0.000403798	5.960464477539063e-08	2.6817101317355707e-10	0.0005	True	24229	144	4445	61	2198	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	9	Add	/0/attn/Add_3		224	224	0	1	224	29568	0.000551958	0.0	0.0	2e-06	True	1663	1028	1301	51	520	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	10	Softmax	/0/attn/Softmax_3		224	224	0	1	224	29568	0.000552568	5.960464477539063e-08	4.4903053497691303e-10	0.0005	True	24235	144	4443	61	2184	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	11	Add	/0/attn/Add_4		224	224	0	1	224	29568	0.000551834	0.0	0.0	2e-06	True	1650	1028	1301	51	644	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	12	Softmax	/0/attn/Softmax_4		224	224	0	1	224	29568	0.000553483	5.960464477539063e-08	4.989227919693917e-10	0.0005	True	24239	144	4444	61	2203	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	13	Add	/0/attn/Add_5		224	224	0	1	224	29568	0.000550482	0.0	0.0	2e-06	True	1669	1028	1301	51	687	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	14	Softmax	/0/attn/Softmax_5		224	224	0	1	224	29568	0.000448897	2.980232238769531e-07	2.561137080192566e-09	0.0005	True	24213	144	4445	61	2169	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	15	Add	/0/attn/out/Add		384	384	0	1	384	30208	0.000552299	0.0	0.0	2e-06	True	2286	1288	2005	81	816	9809	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	16	Add	/0/Add		384	384	0	1	384	30208	0.000403562	0.0	0.0	2e-06	True	2305	1288	2005	81	824	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	17	Add	/0/cross_attn/query/Add		384	384	0	1	384	30208	0.000403867	0.0	0.0	2e-06	True	2356	1288	2005	81	847	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	18	Softmax	/0/cross_attn/Softmax		1500	1500	0	1	1500	46960	0.00116095	1.6763806343078613e-08	5.399912739179058e-10	0.0005	True	293169	156	75449	381	15197	18446744073709542243	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	19	Softmax	/0/cross_attn/Softmax_1		1500	1500	0	1	1500	46960	0.00115699	2.60770320892334e-08	1.7279884467757967e-10	0.0005	True	293043	156	75449	381	15203	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	20	Softmax	/0/cross_attn/Softmax_2		1500	1500	0	1	1500	46960	0.00119033	1.5497207641601562e-06	3.0412479201658016e-09	0.0005	True	293007	156	75449	381	15201	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	21	Softmax	/0/cross_attn/Softmax_3		1500	1500	0	1	1500	46960	0.00116022	2.2351741790771484e-08	2.976109081398448e-10	0.0005	True	293097	152	75461	381	18446744073709543846	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	22	Softmax	/0/cross_attn/Softmax_4		1500	1500	0	1	1500	46960	0.00111825	5.587935447692871e-09	8.870847806319304e-11	0.0005	True	293041	152	75450	381	15209	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	23	Softmax	/0/cross_attn/Softmax_5		1500	1500	0	1	1500	46960	0.0011749	4.470348358154297e-08	2.9477997820492874e-10	0.0005	True	292993	152	75455	381	15317	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	24	Add	/0/cross_attn/out/Add		384	384	0	1	384	30208	0.000558907	0.0	0.0	2e-06	True	2335	1292	2005	81	18446744073709543970	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	25	Add	/0/Add_1		384	384	0	1	384	30208	0.000404801	0.0	0.0	2e-06	True	2325	1288	2005	81	830	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	26	Add	/0/mlp/0/Add		1536	1536	0	1	1536	47104	0.00070868	0.0	0.0	2e-06	True	5924	6080	6077	313	2092	18446744073709542132	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	27	Div	/0/mlp/1/Div		1536	1536	0	1	1536	47104	0.000664499	2.384185791015625e-07	9.92708137914633e-08	2e-06	True	12855	15200	15197	329	18446744073709542778	7	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	28	Erf	/0/mlp/1/Erf		1536	1536	0	1	1536	47104	0.000654196	1.2516975402832031e-06	1.0063642008617535e-07	0.0003	True	30015	50070	50059	261	13837	12	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	29	Add	/0/mlp/1/Add		1536	1536	0	1	1536	47104	0.000653026	0.0	0.0	2e-06	True	5865	6085	6072	312	2095	18446744073709542660	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	30	Mul	/0/mlp/1/Mul		1536	1536	0	1	1536	47104	0.000745812	0.0	0.0	2e-06	True	6112	6084	6077	312	2153	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	31	Mul	/0/mlp/1/Mul_1		1536	1536	0	1	1536	47104	0.000654285	0.0	0.0	2e-06	True	5958	6085	6072	18446744073709545183	2132	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	32	Add	/0/mlp/2/Add		384	384	0	1	384	30208	0.000551655	0.0	0.0	2e-06	True	2191	1292	2005	81	934	10213	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	33	Add	/0/Add_2		384	384	0	1	384	30208	0.000404608	0.0	0.0	2e-06	True	2332	1288	2005	81	833	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	34	Add	/1/attn/query/Add		384	384	0	1	384	30208	0.000559259	0.0	0.0	2e-06	True	2310	1292	2005	81	830	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	35	Add	/1/attn/value/Add		384	384	0	1	384	30208	0.000552149	0.0	0.0	2e-06	True	2310	1288	2005	81	826	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	36	Add	/1/attn/Add		224	224	0	1	224	29568	0.00055174	0.0	0.0	2e-06	True	1652	1028	1301	51	694	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	37	Softmax	/1/attn/Softmax		224	224	0	1	224	29568	0.000552061	5.960464477539063e-08	3.326152131499782e-10	0.0005	True	24246	144	4443	61	2192	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	38	Add	/1/attn/Add_1		224	224	0	1	224	29568	0.00055282	0.0	0.0	2e-06	True	1659	1028	1301	51	654	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	39	Softmax	/1/attn/Softmax_1		224	224	0	1	224	29568	0.000610297	1.1920928955078125e-07	8.814303176229998e-10	0.0005	True	24240	145	4443	61	2193	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	40	Add	/1/attn/Add_2		224	224	0	1	224	29568	0.000553845	0.0	0.0	2e-06	True	1678	1028	1301	51	615	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	41	Softmax	/1/attn/Softmax_2		224	224	0	1	224	29568	0.000551331	5.960464477539063e-08	6.319688661271528e-10	0.0005	True	24239	144	4443	61	2068	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	42	Add	/1/attn/Add_3		224	224	0	1	224	29568	0.000551304	0.0	0.0	2e-06	True	1681	1028	1301	51	18446744073709543359	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	43	Softmax	/1/attn/Softmax_3		224	224	0	1	224	29568	0.000551654	9.313225746154785e-08	7.317534356232613e-10	0.0005	True	24231	145	4443	61	2194	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	44	Add	/1/attn/Add_4		224	224	0	1	224	29568	0.000404475	0.0	0.0	2e-06	True	1681	1028	1301	51	644	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	45	Softmax	/1/attn/Softmax_4		224	224	0	1	224	29568	0.000403398	5.960464477539063e-08	3.9913825022885874e-10	0.0005	True	24252	145	4443	61	2191	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	46	Add	/1/attn/Add_5		224	224	0	1	224	29568	0.000404902	0.0	0.0	2e-06	True	1648	1028	1301	51	645	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	47	Softmax	/1/attn/Softmax_5		224	224	0	1	224	29568	0.000405409	1.1175870895385742e-08	1.1641532182693481e-10	0.0005	True	24327	144	4443	61	2073	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	48	Add	/1/attn/out/Add		384	384	0	1	384	30208	0.000402432	0.0	0.0	2e-06	True	2335	1292	2005	81	18446744073709543652	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	49	Add	/1/Add		384	384	0	1	384	30208	0.000551572	0.0	0.0	2e-06	True	2330	1288	2005	81	807	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	50	Add	/1/cross_attn/query/Add		384	384	0	1	384	30208	0.000406926	0.0	0.0	2e-06	True	2334	1288	2005	81	712	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	51	Softmax	/1/cross_attn/Softmax		1500	1500	0	1	1500	46960	0.00116043	2.2351741790771484e-08	2.863363712801714e-10	0.0005	True	293019	156	75449	381	15188	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	52	Softmax	/1/cross_attn/Softmax_1		1500	1500	0	1	1500	46960	0.00115754	1.6763806343078613e-08	4.5770109924347935e-10	0.0005	True	293082	156	75450	381	15208	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	53	Softmax	/1/cross_attn/Softmax_2		1500	1500	0	1	1500	46960	0.00114393	6.705522537231445e-08	3.3038349833702796e-10	0.0005	True	292959	152	75450	381	15215	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	54	Softmax	/1/cross_attn/Softmax_3		1500	1500	0	1	1500	46960	0.00116033	1.1175870895385742e-07	1.2796423920491407e-09	0.0005	True	293065	152	75449	381	15197	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	55	Softmax	/1/cross_attn/Softmax_4		1500	1500	0	1	1500	46960	0.00116049	2.7008354663848877e-08	2.0902794772847955e-10	0.0005	True	293092	152	75452	381	18446744073709543767	18446744073709542716	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	56	Softmax	/1/cross_attn/Softmax_5		1500	1500	0	1	1500	46960	0.00111524	5.21540641784668e-08	5.776015776781662e-10	0.0005	True	293073	156	75449	381	15340	23	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	57	Add	/1/cross_attn/out/Add		384	384	0	1	384	30208	0.000552524	0.0	0.0	2e-06	True	2288	1288	2005	81	680	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	58	Add	/1/Add_1		384	384	0	1	384	30208	0.000403983	0.0	0.0	2e-06	True	2328	1292	2005	81	18446744073709542976	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	59	Add	/1/mlp/0/Add		1536	1536	0	1	1536	47104	0.000653855	0.0	0.0	2e-06	True	5852	6080	6077	313	2128	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	60	Div	/1/mlp/1/Div		1536	1536	0	1	1536	47104	0.000632662	4.76837158203125e-07	7.995125628212918e-08	2e-06	True	12883	15200	15197	329	18446744073709543935	7	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	61	Erf	/1/mlp/1/Erf		1536	1536	0	1	1536	47104	0.000710579	1.3709068298339844e-06	1.2355910428141215e-07	0.0003	True	30090	50047	50042	257	13880	12	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	62	Add	/1/mlp/1/Add		1536	1536	0	1	1536	47104	0.000652851	0.0	0.0	2e-06	True	5936	6080	6077	313	2153	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	63	Mul	/1/mlp/1/Mul		1536	1536	0	1	1536	47104	0.000654164	0.0	0.0	2e-06	True	5806	6085	6072	313	2114	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	64	Mul	/1/mlp/1/Mul_1		1536	1536	0	1	1536	47104	0.000652763	0.0	0.0	2e-06	True	6041	6080	6077	313	2120	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	65	Add	/1/mlp/2/Add		384	384	0	1	384	30208	0.000549538	0.0	0.0	2e-06	True	2322	1288	2005	81	809	10130	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	66	Add	/1/Add_2		384	384	0	1	384	30208	0.00052765	0.0	0.0	2e-06	True	2326	1292	2005	81	830	10	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	67	Add	/2/attn/query/Add		384	384	0	1	384	30208	0.000550643	0.0	0.0	2e-06	True	2327	1288	2005	81	826	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	68	Add	/2/attn/value/Add		384	384	0	1	384	30208	0.000551861	0.0	0.0	2e-06	True	2313	1292	2005	81	806	11	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	69	Add	/2/attn/Add		224	224	0	1	224	29568	0.000551908	0.0	0.0	2e-06	True	1655	1028	1301	51	666	8	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	70	Softmax	/2/attn/Softmax		224	224	0	1	224	29568	0.000405375	1.210719347000122e-08	5.40499693613139e-11	0.0005	True	24241	145	4443	61	2187	17	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
20260505-224625	3	71	Add	/2/attn/Add_1		224	224	0	1	224	29568	0.000550557	0.0	0.0	2e-06	True	1681	1028	1301	51	663	9	local-artifacts/erbium_amp_probe/whisper-real/phase1/decoder_scalar_fullstep_runs/run_20260505-224625/decoder_scalar_ops_audit_report.json
