timestamp	variant	onnx_node	rows	k_dim	n_cols	wait_s	ops	gops	max_abs	mean_abs	p50_abs	p99_abs	allclose_1e4	allclose_1e3	active_harts_done	active_mask	stream_error	kernel_launch_error	summary_present	remote_work	local_run_dir
2026-05-03T08:59:00	whisper_mlp0_real_audit_vpu_argbuf	/encoder/blocks.0/mlp/0/MatMul	128	384	1536	0.206848	150994944	0.729998	1.9073486328125e-06	1.3637198037486087e-07	1.1920928955078125e-07	5.960464477539062e-07	1	1	16	0xffff	1	1	0	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/mlp0-real-audit-20260503-085847	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/run-mlp0-real-audit-20260503-085847
