timestamp	variant	tokens	dim	hidden	passes	active_harts	done_count	active_mask	wait_s	ops	gops	stream_error	remote_work	local_run_dir
2026-05-03T00:09:00	whisper_encoder_mlp_tile_p4_o3_unroll_prefab	128	384	1536	4	16	16	0xffff	1.026240	1308622848	1.275163	0	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/phase0-encoder-mlp-tile-20260503-000710	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/run-phase0-encoder-mlp-tile-20260503-000710
2026-05-03T00:13:00	whisper_decoder_vocab_tile_vpu_argbuf_p4_o3_unroll_prefab	32	384	4096	4	16	16	0xffff	0.799069	811597824	1.015679	0	/root/afonso/zephyr-u-mode/zephyr-emlearn-silicon-v2/erbium-amp-probe/whisper-real/phase0-decoder-vocab-tile-20260503-001116	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/whisper-real/phase0/run-phase0-decoder-vocab-tile-20260503-001116
