variant	tag	harts	kernel_wait_s	gops	summary_ok	done_count	active_mask	output_sum	slot_checksum_sum	ops	hpm_cycles_max	hpm_cycles_sum_active	hpm_inst_dedup	hpm_l2_miss_max	hpm_l2_miss_sum_active	hpm_icache_req_max	hpm_icache_req_sum_active	hpm_icache_etlink_max	hpm_icache_etlink_sum_active	sc_cycles_sum	sc_cycles_max	sc_reads_sum	sc_reads_max	sc_writes_sum	sc_writes_max	ms_cycles_sum	ms_cycles_max	ms_reads_sum	ms_reads_max	ms_writes_sum	ms_writes_max	cycles_per_op_max	inst_per_op_dedup	sc_reads_per_kop	sc_writes_per_kop	ms_reads_per_kop	ms_writes_per_kop
nhwc_all_channels_o3_rejected	dncnn3_bench_allch_2h	2	4.12409	0.11441534981050366	1	2	0x3	514785	514785	471859200	2829067392	5658134777	18446744073709551978	18446744073709551592	36893488147419103160	18446744073709550156	18446744073709550156	44	44	11315114889	2828778790	40591994	10623549	5064945	1783761	35189057369	4398720373	233349	37506	341006	52738	5.995575358072917	39093746765.36889	86.02564917670355	10.734017690022787	0.49453099568684894	0.7226859198676215
nhwc_all_channels_o3_rejected	dncnn3_bench_allch_4h	4	2.05534	0.22957719890626369	1	4	0xf	514785	514785	471859200	1602269616	4806808842	1375	57	155	169	331	18446744073709551540	36893488147419103080	6408424010	1602106053	40900125	10596546	5142910	1674413	19929661469	2491257531	230980	37254	338620	52479	3.3956519571940103	2.9140048556857637e-06	86.67866388956706	10.899247063530815	0.4895104302300347	0.7176293267144097
nhwc_all_channels_o3_rejected	dncnn3_bench_allch_8h	8	1.01686	0.46403556045079947	1	8	0xff	514785	514785	471859200	971906311	5831437850	73786976294838204203	18446744073709551601	110680464442257309558	812	3223	23	92	3887226913	971806754	40896139	10593154	5142277	1672637	12088948263	1511148785	229477	37096	336948	52299	2.0597379705641004	156374987061.47556	86.67021645439996	10.897905561659071	0.48632515801323783	0.7140858968098959
nhwc_all_channels_o3_rejected	dncnn3_bench_allch_16h	16	0.507786	0.9292481478418075	1	16	0xffff	514785	514785	471859200	672609508	8071313983	6125	18446744073709551595	147573952589676413004	18446744073709551254	147573952589676409969	18446744073709551608	147573952589676412864	2690163841	672540980	40667875	10601897	4923503	1640863	8366183133	1045793775	229049	37059	336657	52279	1.4254453616672091	1.2980567084418402e-05	86.1864619784885	10.434263017442492	0.48541810777452254	0.7134691874186198
best	dncnn3_bench_best_1h	1	4.6559	0.10134650658304517	1	1	0x1	514785	514785	471859200	3167174687	3167174687	331	46	46	0	0	0	0	12667407318	3166851898	15282585	4927780	1955061	515108	39394575132	4924420561	234248	37599	342032	52848	6.71211812125312	7.014804416232639e-07	32.38801956176758	4.143314361572266	0.4964362250434028	0.7248602973090278
best	dncnn3_bench_best_2h	2	3.35995	0.1404363755413027	1	2	0x3	514785	514785	471859200	2379211300	4758422599	792	18446744073709551613	36893488147419103226	18446744073709551572	18446744073709551572	41	41	9515876284	2378969089	12803957	4006705	1948800	524154	29593578805	3699271338	232723	37438	340479	52680	5.042206022474501	1.678466796875e-06	27.13512208726671	4.130045572916667	0.49320432874891496	0.7215690612792969
best	dncnn3_bench_best_4h	4	1.77106	0.2664275631542692	1	4	0xf	514785	514785	471859200	1421088678	4263266000	1604	41	101	38	71	22	44	5683773370	1420943395	12848059	4757204	1955453	573935	17676057737	2209551533	230510	37204	338174	52436	3.0116794967651366	3.399319118923611e-06	27.22858640882704	4.144145117865668	0.48851437038845485	0.7166841295030382
best	dncnn3_bench_best_8h	8	0.900719	0.5238694864880168	1	8	0xff	514785	514785	471859200	894616545	5367699166	110680464442257308494	18446744073709551601	73786976294838206488	18446744073709551281	73786976294838205090	18446744073709551585	73786976294838206340	3578101194	894525313	12884171	4772314	1983586	590063	11127593981	1390977073	229537	37092	337174	52325	1.8959396044413248	234562480592.21332	27.305117713080513	4.203766716851129	0.4864523145887587	0.7145648532443576
best	dncnn3_bench_best_16h	16	0.447677	1.0540170703431269	1	16	0xffff	514785	514785	471859200	631623944	7579485898	221360928884514607424	18446744073709551608	221360928884514619208	375	2938	18446744073709551571	147573952589676412568	2526237254	631559338	13988556	4599836	2074941	572304	7856385075	982067712	228812	37033	336446	52254	1.3385856289333766	469124961184.42664	29.645614624023438	4.397373199462891	0.4849158393012153	0.7130220201280382
boundary_only_cacheops	dncnn3_bench_boundary_1h	1	4.77839	0.09874857431059415	1	1	0x1	514785	514785	471859200	3224664696	3224664696	18446744073709550543	18446744073709551615	18446744073709551615	0	0	0	0	12897343016	3224335836	13404857	4889684	1939167	514069	40109655951	5013807540	271349	41198	360672	54649	6.833955332438151	39093746765.36889	28.408595191107857	4.109630584716797	0.57506349351671	0.7643636067708334
