variant	tag	harts	hart	minion	thread	cycles	retired_inst0	retired_inst1	l2_miss_req	minion_icache_req	icache_etlink_req
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	1	0	1	902030567	18446744073709550829	1127	18446744073709551601	1240	18446744073709551602
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	2	1	0	0	0	0	0	0	0
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	3	1	1	902030560	18446744073709550815	1129	18446744073709551601	1240	18446744073709551602
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	4	2	0	902030557	308	159	18	0	0
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	5	2	1	902030576	18446744073709550831	1137	18446744073709551601	1246	18446744073709551602
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	6	3	0	0	0	0	0	0	0
boundary_only_cacheops	dncnn3_bench_boundary_8h	8	7	3	1	902030567	18446744073709550814	1121	18446744073709551601	1239	18446744073709551602
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	0	0	0	639185668	348	1103	42	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	1	0	1	639185682	349	18446744073709551543	18446744073709551610	18446744073709550346	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	2	1	0	0	0	0	0	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	3	1	1	639185670	322	18446744073709551520	18446744073709551610	18446744073709550338	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	4	2	0	639185659	345	1103	42	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	5	2	1	639185670	332	18446744073709551524	18446744073709551610	18446744073709550340	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	6	3	0	0	0	0	0	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	7	3	1	639185680	334	18446744073709551531	18446744073709551610	18446744073709550340	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	8	4	0	639185688	513	1103	42	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	9	4	1	639185669	383	18446744073709551561	18446744073709551610	18446744073709550483	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	10	5	0	0	0	0	0	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	11	5	1	639185681	383	18446744073709551564	18446744073709551610	18446744073709550354	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	12	6	0	639185686	385	1103	42	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	13	6	1	639185665	407	18446744073709551593	18446744073709551610	18446744073709550365	18446744073709551600
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	14	7	0	0	0	0	0	0	0
boundary_only_cacheops	dncnn3_bench_boundary_16h	16	15	7	1	639185682	395	18446744073709551583	18446744073709551610	18446744073709550491	18446744073709551600
hidden_unroll	dncnn3_bench_unroll_1h	1	0	0	0	3182227222	18446744073709551440	572	18446744073709551574	0	0
hidden_unroll	dncnn3_bench_unroll_2h	2	0	0	0	2370701586	712	622	18446744073709551597	0	0
hidden_unroll	dncnn3_bench_unroll_2h	2	1	0	1	2370701458	848	18446744073709550612	19	18446744073709550340	12
hidden_unroll	dncnn3_bench_unroll_4h	4	0	0	0	1368637872	107	462	18446744073709551583	0	0
hidden_unroll	dncnn3_bench_unroll_4h	4	1	0	1	1368637879	18446744073709551256	18446744073709550673	4	18446744073709551586	18446744073709551580
hidden_unroll	dncnn3_bench_unroll_4h	4	2	1	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_4h	4	3	1	1	1368637879	18446744073709551263	18446744073709550684	4	18446744073709551594	18446744073709551580
hidden_unroll	dncnn3_bench_unroll_8h	8	0	0	0	875126083	571	33	26	0	0
hidden_unroll	dncnn3_bench_unroll_8h	8	1	0	1	875126079	468	239	18446744073709551593	638	18446744073709551602
hidden_unroll	dncnn3_bench_unroll_8h	8	2	1	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_8h	8	3	1	1	875126079	455	232	18446744073709551593	629	18446744073709551602
hidden_unroll	dncnn3_bench_unroll_8h	8	4	2	0	875126085	572	33	26	0	0
hidden_unroll	dncnn3_bench_unroll_8h	8	5	2	1	875126079	455	230	18446744073709551593	635	18446744073709551602
hidden_unroll	dncnn3_bench_unroll_8h	8	6	3	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_8h	8	7	3	1	875126080	437	335	18446744073709551593	623	18446744073709551602
hidden_unroll	dncnn3_bench_unroll_16h	16	0	0	0	632760109	976	989	11	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	1	0	1	632760135	18446744073709551416	18446744073709551571	18446744073709551612	18446744073709550598	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	2	1	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	3	1	1	632760119	18446744073709551266	18446744073709551566	18446744073709551612	18446744073709550596	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	4	2	0	632760106	974	989	11	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	5	2	1	632760119	18446744073709551414	18446744073709551572	18446744073709551612	18446744073709550600	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	6	3	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	7	3	1	632760119	18446744073709551411	18446744073709551574	18446744073709551612	18446744073709550591	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	8	4	0	632760133	1015	989	11	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	9	4	1	632760119	18446744073709551467	2	18446744073709551612	18446744073709550617	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	10	5	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	11	5	1	632760119	18446744073709551452	18446744073709551592	18446744073709551612	18446744073709550607	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	12	6	0	632760133	1015	989	11	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	13	6	1	632760121	18446744073709551469	4	18446744073709551612	18446744073709550617	18446744073709551562
hidden_unroll	dncnn3_bench_unroll_16h	16	14	7	0	0	0	0	0	0	0
hidden_unroll	dncnn3_bench_unroll_16h	16	15	7	1	632760134	18446744073709551488	18446744073709551498	18446744073709551612	18446744073709550748	18446744073709551562
skip_final_barrier	dncnn3_bench_skip_finalbar_1h	1	0	0	0	3264090377	42	408	3	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_2h	2	0	0	0	2557448958	18446744073709551534	113	5	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_2h	2	1	0	1	2557448962	29	494	0	18446744073709550958	18446744073709551592
skip_final_barrier	dncnn3_bench_skip_finalbar_4h	4	0	0	0	1443822754	18446744073709551590	989	2	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_4h	4	1	0	1	1443822733	1143	18446744073709550199	2	778	58
skip_final_barrier	dncnn3_bench_skip_finalbar_4h	4	2	1	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_4h	4	3	1	1	1443822720	1137	18446744073709550219	2	787	58
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	0	0	0	899760245	18446744073709550859	18446744073709551013	18446744073709551597	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	1	0	1	899760238	18446744073709551496	18446744073709551316	18446744073709551614	375	15
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	2	1	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	3	1	1	899760230	18446744073709551489	18446744073709551173	18446744073709551614	371	15
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	4	2	0	899760240	18446744073709550856	18446744073709551013	18446744073709551597	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	5	2	1	899760230	18446744073709551498	18446744073709551325	18446744073709551614	374	15
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	6	3	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_8h	8	7	3	1	899760230	18446744073709551511	18446744073709551341	18446744073709551614	378	15
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	0	0	0	635919060	149	11	18446744073709551613	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	1	0	1	635919083	18446744073709551579	997	7	718	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	2	1	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	3	1	1	635919077	18446744073709551573	1124	7	719	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	4	2	0	635919054	147	11	18446744073709551613	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	5	2	1	635919090	18446744073709551600	1013	7	725	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	6	3	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	7	3	1	635919061	18446744073709551564	1096	7	712	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	8	4	0	635919089	62	11	18446744073709551613	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	9	4	1	635919077	25	1033	7	867	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	10	5	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	11	5	1	635919077	38	1054	7	745	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	12	6	0	635919085	61	11	18446744073709551613	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	13	6	1	635919072	34	1061	7	746	58
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	14	7	0	0	0	0	0	0	0
skip_final_barrier	dncnn3_bench_skip_finalbar_16h	16	15	7	1	635919083	27	1025	7	735	58
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_1h	1	0	0	0	3251735432	289	18446744073709550802	18	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_2h	2	0	0	0	2529398537	18446744073709550946	18446744073709550791	18446744073709551614	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_2h	2	1	0	1	2529398534	18446744073709550986	643	2	18446744073709551226	18446744073709551600
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_4h	4	0	0	0	1464146711	554	518	9	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_4h	4	1	0	1	1464146702	18446744073709550871	368	18446744073709551529	425	18446744073709551575
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_4h	4	2	1	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_4h	4	3	1	1	1464146697	18446744073709550996	370	18446744073709551529	420	18446744073709551575
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	0	0	0	348481751	18446744073709551211	18446744073709551356	18446744073709551601	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	1	0	1	348481596	18446744073709551082	18446744073709551299	24	18446744073709550529	40
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	2	1	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	3	1	1	348481610	18446744073709551234	18446744073709551324	24	18446744073709550538	40
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	4	2	0	348481639	18446744073709551211	18446744073709551356	18446744073709551601	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	5	2	1	348481610	18446744073709551235	18446744073709551328	24	18446744073709550545	40
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	6	3	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_8h	8	7	3	1	348481610	18446744073709551232	18446744073709551328	24	18446744073709550540	40
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	0	0	0	654514934	1284	18446744073709550728	2	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	1	0	1	654514931	231	1033	18446744073709551597	746	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	2	1	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	3	1	1	654514931	241	1053	18446744073709551597	750	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	4	2	0	654514935	1283	18446744073709550728	2	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	5	2	1	654514931	262	1068	18446744073709551597	756	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	6	3	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	7	3	1	654514938	242	1048	18446744073709551597	750	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	8	4	0	654514937	1285	18446744073709550728	2	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	9	4	1	654514938	391	1061	18446744073709551597	755	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	10	5	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	11	5	1	654514915	374	1052	18446744073709551597	750	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	12	6	0	654514937	1284	18446744073709550728	2	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	13	6	1	654514931	246	1050	18446744073709551597	751	22
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	14	7	0	0	0	0	0	0	0
no_layer_barriers_unsafe	dncnn3_bench_nolayerbar_16h	16	15	7	1	654514931	243	1053	18446744073709551597	752	22
fused_halo	dncnn3_bench_fused_halo_1h	1	0	0	0	3282719593	18446744073709551474	1186	54	0	0
fused_halo	dncnn3_bench_fused_halo_2h	2	0	0	0	2597345900	1397	1050	22	0	0
fused_halo	dncnn3_bench_fused_halo_2h	2	1	0	1	2597345898	629	35	18446744073709551615	631	18446744073709551541
fused_halo	dncnn3_bench_fused_halo_4h	4	0	0	0	1652393596	275	345	63	0	0
fused_halo	dncnn3_bench_fused_halo_4h	4	1	0	1	1652393611	224	1173	18446744073709551606	360	18446744073709551591
fused_halo	dncnn3_bench_fused_halo_4h	4	2	1	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_4h	4	3	1	1	1652393606	241	1063	18446744073709551606	363	18446744073709551591
fused_halo	dncnn3_bench_fused_halo_8h	8	0	0	0	1151155634	18446744073709551411	138	18446744073709551568	0	0
fused_halo	dncnn3_bench_fused_halo_8h	8	1	0	1	1151155635	686	18446744073709551190	18446744073709551590	18446744073709550829	18446744073709551581
fused_halo	dncnn3_bench_fused_halo_8h	8	2	1	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_8h	8	3	1	1	1151155630	561	18446744073709551186	18446744073709551590	18446744073709550826	18446744073709551581
fused_halo	dncnn3_bench_fused_halo_8h	8	4	2	0	1151155628	18446744073709551409	138	18446744073709551568	0	0
fused_halo	dncnn3_bench_fused_halo_8h	8	5	2	1	1151155641	695	18446744073709551196	18446744073709551590	18446744073709550831	18446744073709551581
fused_halo	dncnn3_bench_fused_halo_8h	8	6	3	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_8h	8	7	3	1	1151155638	536	18446744073709551176	18446744073709551590	18446744073709550817	18446744073709551581
fused_halo	dncnn3_bench_fused_halo_16h	16	0	0	0	889566471	1105	516	1	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	1	0	1	889566456	153	871	35	18446744073709550731	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	2	1	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	3	1	1	889566473	168	887	35	18446744073709550744	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	4	2	0	889566479	1109	516	1	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	5	2	1	889566473	179	889	35	18446744073709550742	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	6	3	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	7	3	1	889566473	170	881	35	18446744073709550735	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	8	4	0	889566475	1108	516	1	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	9	4	1	889566473	169	878	35	18446744073709550734	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	10	5	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	11	5	1	889566473	165	876	35	18446744073709550735	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	12	6	0	889566473	1106	516	1	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	13	6	1	889566466	158	862	35	18446744073709550858	18446744073709551538
fused_halo	dncnn3_bench_fused_halo_16h	16	14	7	0	0	0	0	0	0	0
fused_halo	dncnn3_bench_fused_halo_16h	16	15	7	1	889566489	175	885	35	18446744073709550735	18446744073709551538
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_1h	1	0	0	0	3149894060	969	18446744073709551564	13	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_2h	2	0	0	0	2426217090	27	78	18446744073709551594	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_2h	2	1	0	1	2426217096	18446744073709551163	535	13	18446744073709551545	71
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_4h	4	0	0	0	1547471734	18446744073709550485	18446744073709550482	12	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_4h	4	1	0	1	1547471745	18446744073709551352	18446744073709550700	18446744073709551576	18446744073709551560	18446744073709551608
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_4h	4	2	1	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_4h	4	3	1	1	1547471738	18446744073709551322	18446744073709550685	18446744073709551576	18446744073709551553	18446744073709551608
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	0	0	0	1112202330	945	18446744073709550831	13	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	1	0	1	1112202318	18446744073709550801	53	18446744073709551588	191	1
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	2	1	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	3	1	1	1112202328	18446744073709550799	54	18446744073709551588	190	1
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	4	2	0	1112202337	949	18446744073709550831	13	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	5	2	1	1112202341	18446744073709550795	18446744073709551546	18446744073709551588	193	1
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	6	3	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_8h	8	7	3	1	1112202342	18446744073709550795	18446744073709551545	18446744073709551588	195	1
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	0	0	0	859517728	796	1706	18446744073709551613	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	1	0	1	859517719	18446744073709551605	350	4	18446744073709551263	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	2	1	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	3	1	1	859517734	126	360	4	18446744073709551266	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	4	2	0	859517727	796	1706	18446744073709551613	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	5	2	1	859517734	18446744073709551512	387	4	18446744073709551400	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	6	3	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	7	3	1	859517734	18446744073709551600	346	4	18446744073709551261	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	8	4	0	859517725	922	1706	18446744073709551613	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	9	4	1	859517726	11	364	4	18446744073709551271	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	10	5	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	11	5	1	859517731	2	367	4	18446744073709551267	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	12	6	0	859517731	925	1706	18446744073709551613	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	13	6	1	859517592	18446744073709551611	353	4	18446744073709551389	18446744073709551582
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	14	7	0	0	0	0	0	0	0
fused_halo_unroll	dncnn3_bench_fused_halo_unroll_16h	16	15	7	1	859517720	18446744073709551609	353	4	18446744073709551388	18446744073709551582
model_ch8	dncnn3_bench_ch8_1h	1	0	0	0	1231130655	18446744073709550697	18446744073709550319	18446744073709551605	0	0
model_ch8	dncnn3_bench_ch8_2h	2	0	0	0	949660875	18446744073709550704	797	22	0	0
model_ch8	dncnn3_bench_ch8_2h	2	1	0	1	949660877	18446744073709551072	18446744073709551526	18446744073709551608	5	6
model_ch8	dncnn3_bench_ch8_4h	4	0	0	0	4880390611	1250	281	35	0	0
model_ch8	dncnn3_bench_ch8_4h	4	1	0	1	4880390606	18446744073709551018	323	2	83	18446744073709551595
model_ch8	dncnn3_bench_ch8_4h	4	2	1	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_4h	4	3	1	1	4880390606	18446744073709550997	313	2	79	18446744073709551595
model_ch8	dncnn3_bench_ch8_8h	8	0	0	0	4733712828	18446744073709550332	18446744073709550453	18446744073709551601	0	0
model_ch8	dncnn3_bench_ch8_8h	8	1	0	1	4733712838	289	369	40	18446744073709551389	18
model_ch8	dncnn3_bench_ch8_8h	8	2	1	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_8h	8	3	1	1	4733712841	289	248	40	18446744073709551395	18
model_ch8	dncnn3_bench_ch8_8h	8	4	2	0	4733712834	18446744073709550335	18446744073709550453	18446744073709551601	0	0
model_ch8	dncnn3_bench_ch8_8h	8	5	2	1	4733712854	297	376	40	18446744073709551395	18
model_ch8	dncnn3_bench_ch8_8h	8	6	3	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_8h	8	7	3	1	4733712840	177	273	40	18446744073709551406	18
model_ch8	dncnn3_bench_ch8_16h	16	0	0	0	4659107405	18446744073709551371	19	18446744073709551590	0	0
model_ch8	dncnn3_bench_ch8_16h	16	1	0	1	4659107404	18446744073709551439	1457	18446744073709551583	489	8
model_ch8	dncnn3_bench_ch8_16h	16	2	1	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_16h	16	3	1	1	4659107404	18446744073709551574	1456	18446744073709551583	490	8
model_ch8	dncnn3_bench_ch8_16h	16	4	2	0	4659107399	18446744073709551369	19	18446744073709551590	0	0
model_ch8	dncnn3_bench_ch8_16h	16	5	2	1	4659107404	18446744073709551584	1474	18446744073709551583	495	8
model_ch8	dncnn3_bench_ch8_16h	16	6	3	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_16h	16	7	3	1	4659107404	18446744073709551571	1449	18446744073709551583	485	8
model_ch8	dncnn3_bench_ch8_16h	16	8	4	0	4659107400	18446744073709551498	19	18446744073709551590	0	0
model_ch8	dncnn3_bench_ch8_16h	16	9	4	1	4659107404	18446744073709551455	1469	18446744073709551583	500	8
model_ch8	dncnn3_bench_ch8_16h	16	10	5	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_16h	16	11	5	1	4659107404	18446744073709551438	1452	18446744073709551583	361	8
model_ch8	dncnn3_bench_ch8_16h	16	12	6	0	4659107398	18446744073709551497	19	18446744073709551590	0	0
model_ch8	dncnn3_bench_ch8_16h	16	13	6	1	4659107404	18446744073709551434	1446	18446744073709551583	485	8
model_ch8	dncnn3_bench_ch8_16h	16	14	7	0	0	0	0	0	0	0
model_ch8	dncnn3_bench_ch8_16h	16	15	7	1	4659107404	18446744073709551451	1455	18446744073709551583	489	8
model_ch4	dncnn3_bench_ch4_1h	1	0	0	0	4844901466	18446744073709550804	24	18446744073709551584	0	0
model_ch4	dncnn3_bench_ch4_2h	2	0	0	0	4740835997	628	18446744073709551371	11	0	0
model_ch4	dncnn3_bench_ch4_2h	2	1	0	1	4740835981	18446744073709551566	102	18446744073709551593	261	25
model_ch4	dncnn3_bench_ch4_4h	4	0	0	0	4663193864	482	499	23	0	0
model_ch4	dncnn3_bench_ch4_4h	4	1	0	1	4663193883	297	18446744073709550294	22	63	38
model_ch4	dncnn3_bench_ch4_4h	4	2	1	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_4h	4	3	1	1	4663193883	401	18446744073709550273	22	57	38
model_ch4	dncnn3_bench_ch4_8h	8	0	0	0	406665388	18446744073709551371	18446744073709551577	2	0	0
model_ch4	dncnn3_bench_ch4_8h	8	1	0	1	406665380	18446744073709551468	337	18446744073709551578	385	8
model_ch4	dncnn3_bench_ch4_8h	8	2	1	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_8h	8	3	1	1	406665380	18446744073709551455	184	18446744073709551578	376	8
model_ch4	dncnn3_bench_ch4_8h	8	4	2	0	406665392	18446744073709551373	18446744073709551577	2	0	0
model_ch4	dncnn3_bench_ch4_8h	8	5	2	1	406665380	18446744073709551349	226	18446744073709551578	387	8
model_ch4	dncnn3_bench_ch4_8h	8	6	3	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_8h	8	7	3	1	406665380	18446744073709551338	220	18446744073709551578	386	8
model_ch4	dncnn3_bench_ch4_16h	16	0	0	0	376411924	365	18446744073709551419	18446744073709551608	0	0
model_ch4	dncnn3_bench_ch4_16h	16	1	0	1	376411922	18446744073709551076	575	18446744073709551602	18446744073709551527	20
model_ch4	dncnn3_bench_ch4_16h	16	2	1	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_16h	16	3	1	1	376411930	18446744073709551087	582	18446744073709551602	18446744073709551529	20
model_ch4	dncnn3_bench_ch4_16h	16	4	2	0	376411931	368	18446744073709551419	18446744073709551608	0	0
model_ch4	dncnn3_bench_ch4_16h	16	5	2	1	376411930	18446744073709551079	566	18446744073709551602	18446744073709551526	20
model_ch4	dncnn3_bench_ch4_16h	16	6	3	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_16h	16	7	3	1	376411930	18446744073709551067	582	18446744073709551602	18446744073709551532	20
model_ch4	dncnn3_bench_ch4_16h	16	8	4	0	376411925	366	18446744073709551419	18446744073709551608	0	0
model_ch4	dncnn3_bench_ch4_16h	16	9	4	1	376411930	18446744073709551089	589	18446744073709551602	18446744073709551538	20
model_ch4	dncnn3_bench_ch4_16h	16	10	5	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_16h	16	11	5	1	376411930	18446744073709551070	575	18446744073709551602	18446744073709551527	20
model_ch4	dncnn3_bench_ch4_16h	16	12	6	0	376411924	366	18446744073709551419	18446744073709551608	0	0
model_ch4	dncnn3_bench_ch4_16h	16	13	6	1	376411923	18446744073709551078	577	18446744073709551602	18446744073709551529	20
model_ch4	dncnn3_bench_ch4_16h	16	14	7	0	0	0	0	0	0	0
model_ch4	dncnn3_bench_ch4_16h	16	15	7	1	376411939	18446744073709551065	578	18446744073709551602	18446744073709551529	20
