exp_id	batch	variant	tile	harts	passes	wait_s	gops	ops	allclose	bit_exact	max_abs	mean_abs	output_hash	reference_hash	done_count	magic_ok	status	flags	macros	dump	log	build_at	run_at
30	3_fused9tap	f9t_o3_unroll_predcomm	64	16	8	18.407800	2.366499	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -fpredictive-commoning	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-172224/dump_e030_f9t_o3_unroll_predcomm_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-172224/run_e030_f9t_o3_unroll_predcomm_t64_h16_p8.log	2026-05-02T17:22:24	2026-05-02T17:22:51
31	4_align_combos	f9t_align64_baseline_redo	64	16	8	17.984500	2.422199	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e031_f9t_align64_baseline_redo_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e031_f9t_align64_baseline_redo_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
32	4_align_combos	f9t_align128	64	16	8	17.920500	2.430850	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e032_f9t_align128_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e032_f9t_align128_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
33	4_align_combos	f9t_align256	64	16	8	17.956100	2.426030	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=256 -falign-loops=256	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e033_f9t_align256_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e033_f9t_align256_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
34	4_align_combos	f9t_align32	64	16	8	18.849600	2.311033	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=32 -falign-loops=32	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e034_f9t_align32_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e034_f9t_align32_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
35	4_align_combos	f9t_align64_inline2k	64	16	8	17.977900	2.423088	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -finline-limit=2000	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e035_f9t_align64_inline2k_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e035_f9t_align64_inline2k_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
36	4_align_combos	f9t_align64_predcomm	64	16	8	17.984400	2.422213	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fpredictive-commoning	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e036_f9t_align64_predcomm_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e036_f9t_align64_predcomm_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
37	4_align_combos	f9t_align64_movestores	64	16	8	17.982300	2.422496	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fmove-loop-stores	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e037_f9t_align64_movestores_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e037_f9t_align64_movestores_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
38	4_align_combos	f9t_align64_rename	64	16	8	17.985400	2.422078	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -frename-registers	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e038_f9t_align64_rename_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e038_f9t_align64_rename_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
39	4_align_combos	f9t_align64_noipa	64	16	8	17.983000	2.422401	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-ipa-cp -fno-ipa-sra	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e039_f9t_align64_noipa_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e039_f9t_align64_noipa_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
40	4_align_combos	f9t_align64_no_distrib_no_vec	64	16	8	17.766000	2.451989	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/dump_e040_f9t_align64_no_distrib_no_vec_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-173616/run_e040_f9t_align64_no_distrib_no_vec_t64_h16_p8.log	2026-05-02T17:36:16	2026-05-02T17:36:42
41	5_passes	f9t_p16_align64_no_distrib	64	16	16	35.599500	2.447340	87124082688	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e041_f9t_p16_align64_no_distrib_t64_h16_p16.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e041_f9t_p16_align64_no_distrib_t64_h16_p16.log	2026-05-02T17:45:10	2026-05-02T17:46:55
42	5_passes	f9t_p32_align64_no_distrib	64	16	32	71.247600	2.445671	174248165376	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e042_f9t_p32_align64_no_distrib_t64_h16_p32.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e042_f9t_p32_align64_no_distrib_t64_h16_p32.log	2026-05-02T17:45:10	2026-05-02T17:46:55
43	5_passes	f9t_p64_align64_no_distrib	64	16	64	141.399000	2.464631	348496330752	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e043_f9t_p64_align64_no_distrib_t64_h16_p64.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e043_f9t_p64_align64_no_distrib_t64_h16_p64.log	2026-05-02T17:45:10	2026-05-02T17:46:55
44	5_passes	f9t_p4_align64_no_distrib	64	16	4	8.833990	2.465593	21781020672	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e044_f9t_p4_align64_no_distrib_t64_h16_p4.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e044_f9t_p4_align64_no_distrib_t64_h16_p4.log	2026-05-02T17:45:10	2026-05-02T17:46:55
45	5_passes	f9t_p1_align64_no_distrib	64	16	1	2.158260	2.522984	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e045_f9t_p1_align64_no_distrib_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e045_f9t_p1_align64_no_distrib_t64_h16_p1.log	2026-05-02T17:45:10	2026-05-02T17:46:55
46	5_passes	f9t_p8_o2_unroll_align64	64	16	8	17.718600	2.458549	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O2 -funroll-loops -falign-functions=64 -falign-loops=64	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e046_f9t_p8_o2_unroll_align64_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e046_f9t_p8_o2_unroll_align64_t64_h16_p8.log	2026-05-02T17:45:10	2026-05-02T17:46:55
47	5_combos	f9t_align64_combined_5	64	16	8	17.768100	2.451699	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fpredictive-commoning	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e047_f9t_align64_combined_5_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e047_f9t_align64_combined_5_t64_h16_p8.log	2026-05-02T17:45:10	2026-05-02T17:46:55
48	5_combos	f9t_align64_combined_movestores	64	16	8	17.765400	2.452072	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fmove-loop-stores	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e048_f9t_align64_combined_movestores_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e048_f9t_align64_combined_movestores_t64_h16_p8.log	2026-05-02T17:45:10	2026-05-02T17:46:55
49	5_combos	f9t_align64_combined_inline	64	16	8	17.772900	2.451037	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -finline-limit=2000	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e049_f9t_align64_combined_inline_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e049_f9t_align64_combined_inline_t64_h16_p8.log	2026-05-02T17:45:10	2026-05-02T17:46:55
50	5_combos	f9t_align64_no_distrib_no_vec_noipa	64	16	8	17.769200	2.451548	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize -fno-ipa-cp -fno-ipa-sra	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/dump_e050_f9t_align64_no_distrib_no_vec_noipa_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-174510/run_e050_f9t_align64_no_distrib_no_vec_noipa_t64_h16_p8.log	2026-05-02T17:45:10	2026-05-02T17:46:55
51	6_evict	f9t_p1_boundary_only	64	16	1	2.244510	2.426033	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_BOUNDARY_ONLY_EVICT=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e051_f9t_p1_boundary_only_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e051_f9t_p1_boundary_only_t64_h16_p1.log	2026-05-02T18:01:12	2026-05-02T18:08:03
52	6_evict	f9t_p8_boundary_only	64	16	8	17.435900	2.498411	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_BOUNDARY_ONLY_EVICT=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e052_f9t_p8_boundary_only_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e052_f9t_p8_boundary_only_t64_h16_p8.log	2026-05-02T18:01:12	2026-05-02T18:08:03
53	6_evict	f9t_p4_boundary_only	64	16	4	8.701410	2.503160	21781020672	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_BOUNDARY_ONLY_EVICT=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e053_f9t_p4_boundary_only_t64_h16_p4.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e053_f9t_p4_boundary_only_t64_h16_p4.log	2026-05-02T18:01:12	2026-05-02T18:08:03
54	6_evict	f9t_p1_skip_read	64	1	1	20.297400	0.268274	5445255168	True	False	0.000002	0.000000	0x97f8b3d8	0xf03a7637	1	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_SKIP_READ_EVICT=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e054_f9t_p1_skip_read_t64_h1_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e054_f9t_p1_skip_read_t64_h1_p1.log	2026-05-02T18:01:12	2026-05-02T18:08:03
55	6_evict	f9t_p8_skip_read	64	1	8	162.907000	0.267404	43562041344	True	False	0.000002	0.000000	0x97f8b3d8	0xf03a7637	1	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_SKIP_READ_EVICT=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e055_f9t_p8_skip_read_t64_h1_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e055_f9t_p8_skip_read_t64_h1_p8.log	2026-05-02T18:01:12	2026-05-02T18:08:03
56	6_passes	f9t_p2_align64_no_distrib	64	16	2	4.380530	2.486117	10890510336	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e056_f9t_p2_align64_no_distrib_t64_h16_p2.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e056_f9t_p2_align64_no_distrib_t64_h16_p2.log	2026-05-02T18:01:12	2026-05-02T18:08:03
57	6_passes	f9t_p1_repeat_a	64	16	1	2.159330	2.521734	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e057_f9t_p1_repeat_a_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e057_f9t_p1_repeat_a_t64_h16_p1.log	2026-05-02T18:01:12	2026-05-02T18:08:03
58	6_passes	f9t_p1_repeat_b	64	16	1	2.160340	2.520555	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e058_f9t_p1_repeat_b_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e058_f9t_p1_repeat_b_t64_h16_p1.log	2026-05-02T18:01:12	2026-05-02T18:08:03
59	6_passes	f9t_p1_repeat_c	64	16	1	2.160760	2.520065	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e059_f9t_p1_repeat_c_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e059_f9t_p1_repeat_c_t64_h16_p1.log	2026-05-02T18:01:12	2026-05-02T18:08:03
60	6_passes	f9t_p1_align128_no_distrib	64	16	1	2.159600	2.521418	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=128 -falign-loops=128 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/dump_e060_f9t_p1_align128_no_distrib_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-180112/run_e060_f9t_p1_align128_no_distrib_t64_h16_p1.log	2026-05-02T18:01:12	2026-05-02T18:08:03
61	7_prefetch	f9t_p1_prefetch_window	64	16	1	2.136000	2.549277	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e061_f9t_p1_prefetch_window_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e061_f9t_p1_prefetch_window_t64_h16_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
62	7_prefetch	f9t_p8_prefetch_window	64	16	8	17.614900	2.473022	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e062_f9t_p8_prefetch_window_t64_h16_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e062_f9t_p8_prefetch_window_t64_h16_p8.log	2026-05-02T18:29:47	2026-05-02T18:37:30
63	7_prefetch	f9t_p4_prefetch_window	64	16	4	8.836840	2.464797	21781020672	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e063_f9t_p4_prefetch_window_t64_h16_p4.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e063_f9t_p4_prefetch_window_t64_h16_p4.log	2026-05-02T18:29:47	2026-05-02T18:37:30
64	7_prefetch	f9t_p1_pf_window_boundary	64	16	1	2.257830	2.411721	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	16	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1,DNCNN_VPU_PREFETCH_READ_WINDOW=1,DNCNN_VPU_BOUNDARY_ONLY_EVICT=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e064_f9t_p1_pf_window_boundary_t64_h16_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e064_f9t_p1_pf_window_boundary_t64_h16_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
65	7_harts	f9t_p1_h8_align64	64	8	1	3.788410	1.437346	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	8	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e065_f9t_p1_h8_align64_t64_h8_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e065_f9t_p1_h8_align64_t64_h8_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
66	7_harts	f9t_p8_h8_align64	64	8	8	30.695300	1.419176	43562041344	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	8	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e066_f9t_p8_h8_align64_t64_h8_p8.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e066_f9t_p8_h8_align64_t64_h8_p8.log	2026-05-02T18:29:47	2026-05-02T18:37:30
67	7_harts	f9t_p1_h2_align64	64	2	1	12.701600	0.428706	5445255168	True	False	0.000002	0.000000	0x14bb9bae	0xf03a7637	2	True	ok	-O3 -funroll-loops -falign-functions=64 -falign-loops=64 -fno-tree-loop-distribute-patterns -fno-tree-loop-vectorize	DNCNN_VPU_FUSED9TAP=1	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/dump_e067_f9t_p1_h2_align64_t64_h2_p1.bin	/home/afonso/zephyr/local-artifacts/erbium_amp_probe/luxonis-real-dncnn/experiment-logs/20260502-182947/run_e067_f9t_p1_h2_align64_t64_h2_p1.log	2026-05-02T18:29:47	2026-05-02T18:37:30
