variant	wait_s	gops	valid	passes	harts	mask	tokens	dim	hidden	output_sum	slot_sum	ops	log	dump
d100_o02_o3_unroll_m01_prefstatic	0.220608	2.281497	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o02_o3_unroll_m01_prefstatic_20260502-050337.log	dump_d100_o02_o3_unroll_m01_prefstatic_20260502-050337.bin
d100_o02_o3_unroll_m06_skipread	0.221118	2.276235	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o02_o3_unroll_m06_skipread_20260502-050337.log	dump_d100_o02_o3_unroll_m06_skipread_20260502-050337.bin
d100_o04_o3_align32_m03_prefa	0.222106	2.266109	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o04_o3_align32_m03_prefa_20260502-050337.log	dump_d100_o04_o3_align32_m03_prefa_20260502-050337.bin
d100_o04_o3_align32_m06_skipread	0.222572	2.261365	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o04_o3_align32_m06_skipread_20260502-050337.log	dump_d100_o04_o3_align32_m06_skipread_20260502-050337.bin
d100_o05_o3_align64_m03_prefa	0.222838	2.258665	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o05_o3_align64_m03_prefa_20260502-050337.log	dump_d100_o05_o3_align64_m03_prefa_20260502-050337.bin
d100_o05_o3_align64_m06_skipread	0.222899	2.258047	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o05_o3_align64_m06_skipread_20260502-050337.log	dump_d100_o05_o3_align64_m06_skipread_20260502-050337.bin
d100_o04_o3_align32_m00_base	0.222906	2.257976	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o04_o3_align32_m00_base_20260502-050337.log	dump_d100_o04_o3_align32_m00_base_20260502-050337.bin
d100_o04_o3_align32_m01_prefstatic	0.223137	2.255639	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o04_o3_align32_m01_prefstatic_20260502-050337.log	dump_d100_o04_o3_align32_m01_prefstatic_20260502-050337.bin
d100_o03_o3_nounroll_m00_base	0.223654	2.250425	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o03_o3_nounroll_m00_base_20260502-050337.log	dump_d100_o03_o3_nounroll_m00_base_20260502-050337.bin
d100_o02_o3_unroll_m09_prefb_lastout	0.223683	2.250133	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o02_o3_unroll_m09_prefb_lastout_20260502-050337.log	dump_d100_o02_o3_unroll_m09_prefb_lastout_20260502-050337.bin
d100_o07_o3_notreecopy_m00_base	0.223684	2.250123	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o07_o3_notreecopy_m00_base_20260502-050337.log	dump_d100_o07_o3_notreecopy_m00_base_20260502-050337.bin
d100_o05_o3_align64_m01_prefstatic	0.223722	2.249741	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o05_o3_align64_m01_prefstatic_20260502-050337.log	dump_d100_o05_o3_align64_m01_prefstatic_20260502-050337.bin
d100_o00_o3_m00_base	0.223783	2.249127	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o00_o3_m00_base_20260502-050337.log	dump_d100_o00_o3_m00_base_20260502-050337.bin
d100_o07_o3_notreecopy_m06_skipread	0.223784	2.249117	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o07_o3_notreecopy_m06_skipread_20260502-050337.log	dump_d100_o07_o3_notreecopy_m06_skipread_20260502-050337.bin
d100_o05_o3_align64_m00_base	0.223790	2.249057	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o05_o3_align64_m00_base_20260502-050337.log	dump_d100_o05_o3_align64_m00_base_20260502-050337.bin
d100_o06_o3_noipa_m00_base	0.223806	2.248896	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o06_o3_noipa_m00_base_20260502-050337.log	dump_d100_o06_o3_noipa_m00_base_20260502-050337.bin
d100_o07_o3_notreecopy_m01_prefstatic	0.224329	2.243653	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o07_o3_notreecopy_m01_prefstatic_20260502-050337.log	dump_d100_o07_o3_notreecopy_m01_prefstatic_20260502-050337.bin
d100_o00_o3_m03_prefa	0.224806	2.238893	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o00_o3_m03_prefa_20260502-050337.log	dump_d100_o00_o3_m03_prefa_20260502-050337.bin
d100_o07_o3_notreecopy_m03_prefa	0.224859	2.238365	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o07_o3_notreecopy_m03_prefa_20260502-050337.log	dump_d100_o07_o3_notreecopy_m03_prefa_20260502-050337.bin
d100_o03_o3_nounroll_m03_prefa	0.224935	2.237609	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o03_o3_nounroll_m03_prefa_20260502-050337.log	dump_d100_o03_o3_nounroll_m03_prefa_20260502-050337.bin
d100_o06_o3_noipa_m03_prefa	0.225005	2.236912	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o06_o3_noipa_m03_prefa_20260502-050337.log	dump_d100_o06_o3_noipa_m03_prefa_20260502-050337.bin
d100_o00_o3_m01_prefstatic	0.225310	2.233884	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o00_o3_m01_prefstatic_20260502-050337.log	dump_d100_o00_o3_m01_prefstatic_20260502-050337.bin
d100_o06_o3_noipa_m06_skipread	0.225341	2.233577	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o06_o3_noipa_m06_skipread_20260502-050337.log	dump_d100_o06_o3_noipa_m06_skipread_20260502-050337.bin
d100_o00_o3_m06_skipread	0.225355	2.233438	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o00_o3_m06_skipread_20260502-050337.log	dump_d100_o00_o3_m06_skipread_20260502-050337.bin
d100_o06_o3_noipa_m01_prefstatic	0.225385	2.233141	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o06_o3_noipa_m01_prefstatic_20260502-050337.log	dump_d100_o06_o3_noipa_m01_prefstatic_20260502-050337.bin
d100_o03_o3_nounroll_m01_prefstatic	0.225396	2.233032	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o03_o3_nounroll_m01_prefstatic_20260502-050337.log	dump_d100_o03_o3_nounroll_m01_prefstatic_20260502-050337.bin
d100_o03_o3_nounroll_m06_skipread	0.225408	2.232913	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o03_o3_nounroll_m06_skipread_20260502-050337.log	dump_d100_o03_o3_nounroll_m06_skipread_20260502-050337.bin
d100_o07_o3_notreecopy_m09_prefb_lastout	0.226619	2.220981	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o07_o3_notreecopy_m09_prefb_lastout_20260502-050337.log	dump_d100_o07_o3_notreecopy_m09_prefb_lastout_20260502-050337.bin
d100_o04_o3_align32_m09_prefb_lastout	0.227394	2.213411	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o04_o3_align32_m09_prefb_lastout_20260502-050337.log	dump_d100_o04_o3_align32_m09_prefb_lastout_20260502-050337.bin
d100_o06_o3_noipa_m09_prefb_lastout	0.227866	2.208827	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o06_o3_noipa_m09_prefb_lastout_20260502-050337.log	dump_d100_o06_o3_noipa_m09_prefb_lastout_20260502-050337.bin
d100_o00_o3_m09_prefb_lastout	0.227893	2.208565	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o00_o3_m09_prefb_lastout_20260502-050337.log	dump_d100_o00_o3_m09_prefb_lastout_20260502-050337.bin
d100_o03_o3_nounroll_m09_prefb_lastout	0.227925	2.208255	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o03_o3_nounroll_m09_prefb_lastout_20260502-050337.log	dump_d100_o03_o3_nounroll_m09_prefb_lastout_20260502-050337.bin
d100_o05_o3_align64_m09_prefb_lastout	0.227925	2.208255	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o05_o3_align64_m09_prefb_lastout_20260502-050337.log	dump_d100_o05_o3_align64_m09_prefb_lastout_20260502-050337.bin
d100_o08_ofast_m07_prefb_skipread	0.233047	2.159721	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m07_prefb_skipread_20260502-050337.log	dump_d100_o08_ofast_m07_prefb_skipread_20260502-050337.bin
d100_o02_o3_unroll_m08_lastout	0.233699	2.153695	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o02_o3_unroll_m08_lastout_20260502-050337.log	dump_d100_o02_o3_unroll_m08_lastout_20260502-050337.bin
d100_o07_o3_notreecopy_m08_lastout	0.233803	2.152737	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o07_o3_notreecopy_m08_lastout_20260502-050337.log	dump_d100_o07_o3_notreecopy_m08_lastout_20260502-050337.bin
d100_o04_o3_align32_m08_lastout	0.233928	2.151587	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o04_o3_align32_m08_lastout_20260502-050337.log	dump_d100_o04_o3_align32_m08_lastout_20260502-050337.bin
d100_o00_o3_m08_lastout	0.234006	2.150870	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o00_o3_m08_lastout_20260502-050337.log	dump_d100_o00_o3_m08_lastout_20260502-050337.bin
d100_o05_o3_align64_m08_lastout	0.234006	2.150870	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o05_o3_align64_m08_lastout_20260502-050337.log	dump_d100_o05_o3_align64_m08_lastout_20260502-050337.bin
d100_o03_o3_nounroll_m08_lastout	0.234047	2.150493	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o03_o3_nounroll_m08_lastout_20260502-050337.log	dump_d100_o03_o3_nounroll_m08_lastout_20260502-050337.bin
d100_o06_o3_noipa_m08_lastout	0.234360	2.147621	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o06_o3_noipa_m08_lastout_20260502-050337.log	dump_d100_o06_o3_noipa_m08_lastout_20260502-050337.bin
d100_o08_ofast_m04_prefa_prefb	0.234447	2.146824	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m04_prefa_prefb_20260502-050337.log	dump_d100_o08_ofast_m04_prefa_prefb_20260502-050337.bin
d100_o08_ofast_m02_prefb	0.234659	2.144885	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m02_prefb_20260502-050337.log	dump_d100_o08_ofast_m02_prefb_20260502-050337.bin
d100_o08_ofast_m05_prefb_static	0.235838	2.134162	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m05_prefb_static_20260502-050337.log	dump_d100_o08_ofast_m05_prefb_static_20260502-050337.bin
d100_o08_ofast_m03_prefa	0.236465	2.128503	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m03_prefa_20260502-050337.log	dump_d100_o08_ofast_m03_prefa_20260502-050337.bin
d100_o08_ofast_m06_skipread	0.238494	2.110395	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m06_skipread_20260502-050337.log	dump_d100_o08_ofast_m06_skipread_20260502-050337.bin
d100_o01_o3_nosched_m07_prefb_skipread	0.240104	2.096244	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m07_prefb_skipread_20260502-050337.log	dump_d100_o01_o3_nosched_m07_prefb_skipread_20260502-050337.bin
d100_o08_ofast_m00_base	0.241000	2.088450	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m00_base_20260502-050337.log	dump_d100_o08_ofast_m00_base_20260502-050337.bin
d100_o01_o3_nosched_m05_prefb_static	0.241266	2.086148	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m05_prefb_static_20260502-050337.log	dump_d100_o01_o3_nosched_m05_prefb_static_20260502-050337.bin
d100_o01_o3_nosched_m02_prefb	0.241494	2.084178	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m02_prefb_20260502-050337.log	dump_d100_o01_o3_nosched_m02_prefb_20260502-050337.bin
d100_o08_ofast_m01_prefstatic	0.241497	2.084152	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m01_prefstatic_20260502-050337.log	dump_d100_o08_ofast_m01_prefstatic_20260502-050337.bin
d100_o01_o3_nosched_m04_prefa_prefb	0.241795	2.081583	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m04_prefa_prefb_20260502-050337.log	dump_d100_o01_o3_nosched_m04_prefa_prefb_20260502-050337.bin
d100_o01_o3_nosched_m03_prefa	0.245013	2.054244	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m03_prefa_20260502-050337.log	dump_d100_o01_o3_nosched_m03_prefa_20260502-050337.bin
d100_o01_o3_nosched_m00_base	0.245861	2.047159	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m00_base_20260502-050337.log	dump_d100_o01_o3_nosched_m00_base_20260502-050337.bin
d100_o01_o3_nosched_m06_skipread	0.247257	2.035601	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m06_skipread_20260502-050337.log	dump_d100_o01_o3_nosched_m06_skipread_20260502-050337.bin
d100_o01_o3_nosched_m01_prefstatic	0.247387	2.034531	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m01_prefstatic_20260502-050337.log	dump_d100_o01_o3_nosched_m01_prefstatic_20260502-050337.bin
d100_o08_ofast_m08_lastout	0.248495	2.025459	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m08_lastout_20260502-050337.log	dump_d100_o08_ofast_m08_lastout_20260502-050337.bin
d100_o08_ofast_m09_prefb_lastout	0.250988	2.005341	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o08_ofast_m09_prefb_lastout_20260502-050337.log	dump_d100_o08_ofast_m09_prefb_lastout_20260502-050337.bin
d100_o01_o3_nosched_m09_prefb_lastout	0.265656	1.894617	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m09_prefb_lastout_20260502-050337.log	dump_d100_o01_o3_nosched_m09_prefb_lastout_20260502-050337.bin
d100_o01_o3_nosched_m08_lastout	0.265933	1.892644	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o01_o3_nosched_m08_lastout_20260502-050337.log	dump_d100_o01_o3_nosched_m08_lastout_20260502-050337.bin
d100_o09_o2_m04_prefa_prefb	0.314318	1.601297	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m04_prefa_prefb_20260502-050337.log	dump_d100_o09_o2_m04_prefa_prefb_20260502-050337.bin
d100_o09_o2_m05_prefb_static	0.317530	1.585099	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m05_prefb_static_20260502-050337.log	dump_d100_o09_o2_m05_prefb_static_20260502-050337.bin
d100_o09_o2_m06_skipread	0.323535	1.555679	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m06_skipread_20260502-050337.log	dump_d100_o09_o2_m06_skipread_20260502-050337.bin
d100_o09_o2_m03_prefa	0.323986	1.553513	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m03_prefa_20260502-050337.log	dump_d100_o09_o2_m03_prefa_20260502-050337.bin
d100_o09_o2_m00_base	0.324836	1.549448	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m00_base_20260502-050337.log	dump_d100_o09_o2_m00_base_20260502-050337.bin
d100_o09_o2_m01_prefstatic	0.324905	1.549119	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m01_prefstatic_20260502-050337.log	dump_d100_o09_o2_m01_prefstatic_20260502-050337.bin
d100_o09_o2_m08_lastout	0.324965	1.548833	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m08_lastout_20260502-050337.log	dump_d100_o09_o2_m08_lastout_20260502-050337.bin
d100_o09_o2_m07_prefb_skipread	0.328845	1.530558	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m07_prefb_skipread_20260502-050337.log	dump_d100_o09_o2_m07_prefb_skipread_20260502-050337.bin
d100_o09_o2_m02_prefb	0.330583	1.522512	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m02_prefb_20260502-050337.log	dump_d100_o09_o2_m02_prefb_20260502-050337.bin
d100_o09_o2_m09_prefb_lastout	0.330864	1.521219	1	32	16	0xffff	192	64	128	1572864	1572864	503316480	run_d100_o09_o2_m09_prefb_lastout_20260502-050337.log	dump_d100_o09_o2_m09_prefb_lastout_20260502-050337.bin
